Angle DP_number Thrust_angle_deg_thr_1_:_thr1 Rudder_angle_deg_thr1_:_thr1 Nominal_thrust_utilisation_%_thr1_:_thr1 Effective_thrust_kN_thr1_:_thr1 Tx_rudder_kN_thr1_:_thr1 Ty_rudder_kN_thr1_:_thr1 Thrust_loss_factor_thr1_:_thr1 Utilized_power_kW_thr1_:_thr1 Thrust_angle_deg_thr_2_:_thr2 Rudder_angle_deg_thr2_:_thr2 Nominal_thrust_utilisation_%_thr2_:_thr2 Effective_thrust_kN_thr2_:_thr2 Tx_rudder_kN_thr2_:_thr2 Ty_rudder_kN_thr2_:_thr2 Thrust_loss_factor_thr2_:_thr2 Utilized_power_kW_thr2_:_thr2 Thrust_angle_deg_thr_3_:_thr3 Rudder_angle_deg_thr3_:_thr3 Nominal_thrust_utilisation_%_thr3_:_thr3 Effective_thrust_kN_thr3_:_thr3 Tx_rudder_kN_thr3_:_thr3 Ty_rudder_kN_thr3_:_thr3 Thrust_loss_factor_thr3_:_thr3 Utilized_power_kW_thr3_:_thr3 Thrust_angle_deg_thr_4_:_thr4 Rudder_angle_deg_thr4_:_thr4 Nominal_thrust_utilisation_%_thr4_:_thr4 Effective_thrust_kN_thr4_:_thr4 Tx_rudder_kN_thr4_:_thr4 Ty_rudder_kN_thr4_:_thr4 Thrust_loss_factor_thr4_:_thr4 Utilized_power_kW_thr4_:_thr4 Thrust_angle_deg_thr_5_:_thr5 Rudder_angle_deg_thr5_:_thr5 Nominal_thrust_utilisation_%_thr5_:_thr5 Effective_thrust_kN_thr5_:_thr5 Tx_rudder_kN_thr5_:_thr5 Ty_rudder_kN_thr5_:_thr5 Thrust_loss_factor_thr5_:_thr5 Utilized_power_kW_thr5_:_thr5 Fx_current_kN Fy_current_kN Mz_currentk_N Fx_wave_kN Fy_wave_kN Mz_wave_kN Fx_wind_kN Fy_wind_kN Mz_wind_kN solution_Tx_kN_thr_:_thr1 solution_Ty_kN_thr_:_thr1 solution_Tx_kN_thr_:_thr2 solution_Ty_kN_thr_:_thr2 solution_Tx_kN_thr_:_thr3 solution_Ty_kN_thr_:_thr3 solution_Tx_kN_thr_:_thr4 solution_Ty_kN_thr_:_thr4 solution_Tx_kN_thr_:_thr5 solution_Ty_kN_thr_:_thr5
40 4 294 N/A 11.41 19.95 N/A N/A 0.89 51 294 N/A 10.46 18.28 N/A N/A 0.89 45 277 N/A 33.41 44.08 N/A N/A 0.9 170 270 N/A 26.22 27.27 N/A N/A 0.9 121 270 N/A 27.01 28.09 N/A N/A 0.9 126 -1.5 49.1 1175.3 -7.1 31.5 52.9 -8.1 26.7 546.1 8.1 -18.2 7.4 -16.7 5.2 -43.8 0.0 -27.3 0.0 -28.1
40 5 298 N/A 18.95 32.94 N/A N/A 0.89 109 294 N/A 17.66 30.7 N/A N/A 0.89 98 280 N/A 48.0 63.33 N/A N/A 0.9 293 270 N/A 37.25 38.69 N/A N/A 0.9 205 270 N/A 38.28 39.76 N/A N/A 0.9 213 -1.5 49.1 1175.3 -14.9 60.3 101.4 -14.8 49.0 1001.9 15.4 -29.1 12.5 -28.0 11.0 -62.4 0.0 -38.7 0.0 -39.8
40 6 300 N/A 29.28 50.31 N/A N/A 0.88 210 294 N/A 27.46 47.18 N/A N/A 0.88 191 282 N/A 68.34 90.18 N/A N/A 0.9 497 270 N/A 52.35 54.19 N/A N/A 0.9 341 270 N/A 53.72 55.62 N/A N/A 0.9 354 -1.5 49.1 1175.3 -25.2 96.9 162.9 -24.6 81.5 1666.5 25.4 -43.4 19.2 -43.1 19.5 -88.0 0.0 -54.2 0.0 -55.6
40 7 301 N/A 44.8 75.64 N/A N/A 0.86 397 295 N/A 42.34 71.49 N/A N/A 0.86 365 284 N/A 98.1 129.44 N/A N/A 0.9 855 270 N/A 74.05 76.16 N/A N/A 0.89 573 270 N/A 75.87 78.04 N/A N/A 0.89 595 -1.5 49.1 1175.3 -40.7 153.6 258.1 -37.8 125.2 2558.9 38.7 -65.0 29.7 -65.0 31.5 -125.6 0.0 -76.2 0.0 -78.0
50 1 N/A N/A 0.0 0.0 N/A N/A 0.9 0 294 N/A 1.39 2.44 N/A N/A 0.9 2 262 N/A 2.65 3.49 N/A N/A 0.9 4 270 N/A 2.05 2.13 N/A N/A 0.9 3 270 N/A 2.07 2.16 N/A N/A 0.9 3 -0.1 6.5 130.6 -0.0 0.3 0.3 -0.2 1.1 20.2 0.0 0.0 1.0 -2.2 -0.5 -3.5 0.0 -2.1 0.0 -2.2
50 2 277 N/A 3.76 6.59 N/A N/A 0.9 10 294 N/A 3.25 5.71 N/A N/A 0.9 8 270 N/A 11.63 15.34 N/A N/A 0.9 35 270 N/A 9.19 9.56 N/A N/A 0.9 25 270 N/A 9.46 9.85 N/A N/A 0.9 26 -0.5 26.0 522.5 -0.7 5.3 5.0 -1.3 5.9 103.5 0.8 -6.5 2.3 -5.2 0.0 -15.3 0.0 -9.6 0.0 -9.8
50 3 278 N/A 9.79 17.16 N/A N/A 0.9 41 294 N/A 8.62 15.11 N/A N/A 0.9 34 271 N/A 28.22 37.24 N/A N/A 0.9 132 270 N/A 22.28 23.18 N/A N/A 0.9 95 270 N/A 22.92 23.84 N/A N/A 0.9 99 -1.2 58.5 1175.7 -2.7 18.7 17.5 -3.2 14.9 261.2 2.3 -17.0 6.1 -13.8 0.5 -37.2 0.0 -23.2 0.0 -23.8
50 4 282 N/A 14.79 25.85 N/A N/A 0.89 75 294 N/A 13.53 23.65 N/A N/A 0.89 66 273 N/A 37.95 50.08 N/A N/A 0.9 206 270 N/A 29.86 31.05 N/A N/A 0.9 147 270 N/A 30.65 31.87 N/A N/A 0.9 153 -1.2 58.5 1175.7 -6.5 37.5 35.0 -6.8 31.8 559.0 5.5 -25.3 9.6 -21.6 3.0 -50.0 0.0 -31.0 0.0 -31.9
50 5 286 N/A 23.68 41.15 N/A N/A 0.89 153 294 N/A 22.19 38.55 N/A N/A 0.89 138 276 N/A 54.52 71.94 N/A N/A 0.9 354 270 N/A 42.61 44.25 N/A N/A 0.9 250 270 N/A 43.64 45.33 N/A N/A 0.9 260 -1.2 58.5 1175.7 -13.7 71.9 67.2 -12.4 58.4 1025.5 11.1 -39.6 15.7 -35.2 7.4 -71.6 0.0 -44.3 0.0 -45.3
50 6 288 N/A 35.84 61.51 N/A N/A 0.88 284 294 N/A 34.0 58.36 N/A N/A 0.88 263 278 N/A 77.51 102.27 N/A N/A 0.9 601 270 N/A 60.05 62.15 N/A N/A 0.9 419 270 N/A 61.42 63.57 N/A N/A 0.9 433 -1.2 58.5 1175.7 -23.3 115.5 108.0 -20.6 97.2 1705.7 18.9 -58.5 23.7 -53.3 13.7 -101.3 0.0 -62.2 0.0 -63.6
50 7 289 N/A 54.86 92.45 N/A N/A 0.86 538 294 N/A 52.2 87.97 N/A N/A 0.86 500 280 N/A 99.47 131.25 N/A N/A 0.9 873 270 N/A 92.03 94.57 N/A N/A 0.89 795 270 N/A 94.12 96.73 N/A N/A 0.89 822 -1.2 58.5 1175.7 -37.5 183.0 171.1 -31.7 149.2 2619.1 30.6 -87.2 35.8 -80.4 21.7 -129.4 0.0 -94.6 0.0 -96.7
60 1 289 N/A 1.09 1.9 N/A N/A 0.9 1 246 N/A 0.94 1.51 N/A N/A 0.83 1 276 N/A 2.73 3.6 N/A N/A 0.9 4 270 N/A 2.14 2.23 N/A N/A 0.9 3 270 N/A 2.2 2.29 N/A N/A 0.9 3 -0.1 7.3 119.4 -0.0 0.4 0.1 -0.2 1.3 19.0 0.6 -1.8 -0.6 -1.4 0.4 -3.6 0.0 -2.2 0.0 -2.3
60 2 270 N/A 4.94 8.66 N/A N/A 0.9 15 294 N/A 4.21 7.39 N/A N/A 0.9 11 268 N/A 12.48 16.46 N/A N/A 0.9 39 270 N/A 9.83 10.22 N/A N/A 0.9 28 270 N/A 10.08 10.49 N/A N/A 0.9 29 -0.4 29.4 477.7 -0.6 6.0 1.1 -1.0 6.7 97.8 0.0 -8.7 3.0 -6.8 -0.5 -16.5 0.0 -10.2 0.0 -10.5
60 3 271 N/A 12.68 22.21 N/A N/A 0.9 60 294 N/A 10.97 19.21 N/A N/A 0.9 48 269 N/A 30.35 40.04 N/A N/A 0.9 147 270 N/A 23.88 24.84 N/A N/A 0.9 105 270 N/A 24.47 25.45 N/A N/A 0.9 109 -0.9 66.1 1074.8 -2.4 21.1 4.0 -2.5 16.8 246.7 0.4 -22.2 7.8 -17.5 -0.9 -40.0 0.0 -24.8 0.0 -25.5
60 4 275 N/A 18.59 32.47 N/A N/A 0.89 106 294 N/A 16.64 29.07 N/A N/A 0.89 90 271 N/A 40.95 54.03 N/A N/A 0.9 231 270 N/A 32.16 33.45 N/A N/A 0.9 164 270 N/A 32.9 34.21 N/A N/A 0.9 170 -0.9 66.1 1074.8 -5.8 42.4 8.0 -5.3 36.0 528.1 2.6 -32.4 11.8 -26.6 0.6 -54.0 0.0 -33.4 0.0 -34.2
60 5 277 N/A 29.02 50.39 N/A N/A 0.89 207 294 N/A 26.62 46.24 N/A N/A 0.89 182 272 N/A 58.96 77.79 N/A N/A 0.9 398 270 N/A 46.13 47.91 N/A N/A 0.9 282 270 N/A 47.09 48.9 N/A N/A 0.9 291 -0.9 66.1 1074.8 -12.1 81.3 15.4 -9.7 66.0 968.8 6.3 -50.0 18.8 -42.2 3.3 -77.7 0.0 -47.9 0.0 -48.9
60 6 279 N/A 43.29 74.24 N/A N/A 0.88 377 294 N/A 40.3 69.1 N/A N/A 0.88 339 274 N/A 83.88 110.68 N/A N/A 0.9 676 270 N/A 65.22 67.47 N/A N/A 0.89 474 270 N/A 66.47 68.77 N/A N/A 0.89 488 -0.9 66.1 1074.8 -20.6 130.6 24.7 -16.1 109.8 1611.4 11.5 -73.3 28.1 -63.1 7.4 -110.4 0.0 -67.5 0.0 -68.8
60 7 322 N/A 99.0 166.51 N/A N/A 0.86 1305 246 N/A 79.84 123.54 N/A N/A 0.79 945 267 N/A 99.78 131.66 N/A N/A 0.9 877 270 N/A 100.0 102.68 N/A N/A 0.89 900 270 N/A 100.0 102.68 N/A N/A 0.89 900 -0.9 66.1 1074.8 -33.2 206.9 39.2 -24.7 168.7 2474.3 131.3 -102.4 -50.3 -112.9 -7.5 -131.4 0.0 -102.7 0.0 -102.7
70 1 265 N/A 1.26 2.21 N/A N/A 0.9 2 294 N/A 1.04 1.83 N/A N/A 0.9 1 266 N/A 2.82 3.72 N/A N/A 0.9 4 270 N/A 2.21 2.3 N/A N/A 0.9 3 270 N/A 2.26 2.35 N/A N/A 0.9 3 -0.1 8.0 98.9 -0.0 0.4 -0.2 -0.1 1.4 16.6 -0.2 -2.2 0.7 -1.7 -0.3 -3.7 0.0 -2.3 0.0 -2.4
70 2 266 N/A 6.15 10.78 N/A N/A 0.9 20 294 N/A 5.17 9.06 N/A N/A 0.9 16 266 N/A 12.83 16.92 N/A N/A 0.9 40 270 N/A 10.05 10.46 N/A N/A 0.9 29 270 N/A 10.26 10.68 N/A N/A 0.9 30 -0.3 31.9 395.7 -0.5 6.5 -3.6 -0.7 7.2 85.3 -0.7 -10.8 3.7 -8.3 -1.1 -16.9 0.0 -10.5 0.0 -10.7
70 3 267 N/A 15.6 27.32 N/A N/A 0.9 82 294 N/A 13.26 23.22 N/A N/A 0.9 64 267 N/A 31.28 41.27 N/A N/A 0.9 154 270 N/A 24.48 25.47 N/A N/A 0.9 109 270 N/A 24.98 25.99 N/A N/A 0.9 112 -0.6 71.7 890.3 -2.0 22.9 -12.7 -1.7 18.3 215.1 -1.6 -27.3 9.4 -21.2 -2.5 -41.2 0.0 -25.5 0.0 -26.0
70 4 269 N/A 22.44 39.2 N/A N/A 0.89 141 294 N/A 19.58 34.21 N/A N/A 0.89 115 268 N/A 42.39 55.94 N/A N/A 0.9 243 270 N/A 33.17 34.49 N/A N/A 0.9 172 270 N/A 33.79 35.14 N/A N/A 0.9 177 -0.6 71.7 890.3 -4.7 46.0 -25.6 -3.6 39.1 460.3 -0.7 -39.2 13.9 -31.3 -2.0 -55.9 0.0 -34.5 0.0 -35.1
70 5 271 N/A 34.43 59.77 N/A N/A 0.89 268 294 N/A 30.69 53.28 N/A N/A 0.89 225 269 N/A 61.28 80.86 N/A N/A 0.9 422 270 N/A 47.83 49.66 N/A N/A 0.9 298 270 N/A 48.63 50.5 N/A N/A 0.9 305 -0.6 71.7 890.3 -10.0 88.2 -49.0 -6.6 71.7 844.4 0.9 -59.8 21.7 -48.7 -1.0 -80.9 0.0 -49.7 0.0 -50.5
70 6 272 N/A 50.89 87.18 N/A N/A 0.88 481 294 N/A 45.97 78.75 N/A N/A 0.88 413 270 N/A 87.38 115.29 N/A N/A 0.9 719 270 N/A 67.84 70.16 N/A N/A 0.89 503 270 N/A 68.88 71.24 N/A N/A 0.89 514 -0.6 71.7 890.3 -16.9 141.7 -78.8 -11.0 119.2 1404.6 3.2 -87.1 32.0 -71.9 0.5 -115.3 0.0 -70.2 0.0 -71.2
80 1 262 N/A 1.52 2.66 N/A N/A 0.9 2 294 N/A 1.24 2.18 N/A N/A 0.9 2 264 N/A 2.78 3.67 N/A N/A 0.9 4 270 N/A 2.16 2.25 N/A N/A 0.9 3 270 N/A 2.2 2.29 N/A N/A 0.9 3 -0.0 8.4 71.5 -0.0 0.4 -0.6 -0.1 1.5 13.1 -0.3 -2.6 0.9 -2.0 -0.4 -3.6 0.0 -2.3 0.0 -2.3
80 2 263 N/A 7.29 12.78 N/A N/A 0.9 26 294 N/A 6.04 10.6 N/A N/A 0.9 20 264 N/A 12.71 16.77 N/A N/A 0.9 40 270 N/A 9.89 10.29 N/A N/A 0.9 28 270 N/A 10.05 10.46 N/A N/A 0.9 29 -0.1 33.4 286.1 -0.4 6.8 -8.9 -0.3 7.6 67.5 -1.6 -12.7 4.3 -9.7 -1.7 -16.7 0.0 -10.3 0.0 -10.5
80 3 263 N/A 18.34 32.12 N/A N/A 0.9 104 294 N/A 15.33 26.85 N/A N/A 0.9 80 264 N/A 31.08 41.01 N/A N/A 0.9 152 270 N/A 24.16 25.14 N/A N/A 0.9 107 270 N/A 24.54 25.53 N/A N/A 0.9 109 -0.3 75.2 643.8 -1.4 24.0 -31.3 -0.9 19.1 170.2 -3.7 -31.9 10.9 -24.5 -4.0 -40.8 0.0 -25.1 0.0 -25.5
80 4 265 N/A 26.04 45.49 N/A N/A 0.89 176 294 N/A 22.15 38.69 N/A N/A 0.89 138 265 N/A 42.39 55.93 N/A N/A 0.9 243 270 N/A 32.94 34.25 N/A N/A 0.9 170 270 N/A 33.41 34.74 N/A N/A 0.9 174 -0.3 75.2 643.8 -3.4 48.2 -62.7 -1.8 40.9 364.3 -4.2 -45.3 15.7 -35.3 -4.6 -55.7 0.0 -34.3 0.0 -34.7
80 5 266 N/A 39.49 68.53 N/A N/A 0.89 329 294 N/A 34.1 59.18 N/A N/A 0.89 264 266 N/A 61.6 81.28 N/A N/A 0.9 425 270 N/A 47.79 49.62 N/A N/A 0.9 297 270 N/A 48.39 50.24 N/A N/A 0.9 303 -0.3 75.2 643.8 -7.1 92.4 -120.3 -3.4 75.1 668.3 -4.9 -68.4 24.1 -54.1 -5.6 -81.1 0.0 -49.6 0.0 -50.2
80 6 267 N/A 58.01 99.27 N/A N/A 0.88 585 294 N/A 50.61 86.6 N/A N/A 0.88 477 267 N/A 88.11 116.26 N/A N/A 0.9 728 270 N/A 68.02 70.33 N/A N/A 0.89 505 270 N/A 68.78 71.11 N/A N/A 0.89 513 -0.3 75.2 643.8 -12.0 148.5 -193.2 -5.6 124.9 1111.6 -5.9 -99.1 35.2 -79.1 -6.9 -116.1 0.0 -70.3 0.0 -71.1
90 1 260 N/A 1.74 3.05 N/A N/A 0.9 3 294 N/A 1.42 2.49 N/A N/A 0.9 2 262 N/A 2.65 3.49 N/A N/A 0.9 4 270 N/A 2.04 2.12 N/A N/A 0.9 3 270 N/A 2.07 2.15 N/A N/A 0.9 3 -0.0 8.5 40.0 -0.0 0.4 -0.9 -0.0 1.5 9.0 -0.5 -3.0 1.0 -2.3 -0.5 -3.5 0.0 -2.1 0.0 -2.2
90 2 261 N/A 8.27 14.5 N/A N/A 0.9 32 294 N/A 6.78 11.88 N/A N/A 0.9 23 262 N/A 12.18 16.07 N/A N/A 0.9 37 270 N/A 9.39 9.77 N/A N/A 0.9 26 270 N/A 9.49 9.87 N/A N/A 0.9 26 -0.0 33.9 160.0 -0.2 6.9 -14.2 -0.0 7.7 46.3 -2.4 -14.3 4.8 -10.9 -2.3 -15.9 0.0 -9.8 0.0 -9.9
90 3 261 N/A 20.69 36.24 N/A N/A 0.9 125 294 N/A 17.03 29.82 N/A N/A 0.9 93 262 N/A 29.89 39.44 N/A N/A 0.9 144 270 N/A 23.01 23.94 N/A N/A 0.9 99 270 N/A 23.25 24.19 N/A N/A 0.9 101 -0.0 76.3 360.1 -0.7 24.4 -50.0 -0.0 19.4 116.8 -5.8 -35.8 12.1 -27.2 -5.5 -39.1 0.0 -23.9 0.0 -24.2
90 4 261 N/A 29.14 50.89 N/A N/A 0.89 208 294 N/A 24.14 42.17 N/A N/A 0.89 157 262 N/A 41.08 54.2 N/A N/A 0.9 232 270 N/A 31.6 32.86 N/A N/A 0.9 160 270 N/A 31.9 33.17 N/A N/A 0.9 162 -0.0 76.3 360.1 -1.6 48.9 -100.2 -0.0 41.6 250.0 -7.8 -50.3 17.2 -38.5 -7.3 -53.7 0.0 -32.9 0.0 -33.2
90 5 262 N/A 43.83 76.03 N/A N/A 0.89 384 294 N/A 36.58 63.46 N/A N/A 0.89 293 262 N/A 60.11 79.31 N/A N/A 0.9 410 270 N/A 46.15 47.91 N/A N/A 0.9 282 270 N/A 46.52 48.29 N/A N/A 0.9 286 -0.0 76.3 360.1 -3.4 93.8 -192.1 -0.0 76.3 458.6 -11.1 -75.2 25.8 -58.0 -10.4 -78.6 0.0 -47.9 0.0 -48.3
90 6 262 N/A 64.15 109.65 N/A N/A 0.87 681 294 N/A 53.85 92.05 N/A N/A 0.87 524 263 N/A 86.37 113.96 N/A N/A 0.9 706 270 N/A 65.95 68.16 N/A N/A 0.89 482 270 N/A 66.39 68.61 N/A N/A 0.89 487 -0.0 76.3 360.1 -5.8 150.8 -308.6 -0.0 126.8 762.8 -15.4 -108.6 37.4 -84.1 -14.8 -113.0 0.0 -68.2 0.0 -68.6
100 1 280 N/A 1.95 3.42 N/A N/A 0.9 4 246 N/A 1.77 2.86 N/A N/A 0.83 3 279 N/A 2.36 3.11 N/A N/A 0.9 3 270 N/A 1.8 1.88 N/A N/A 0.9 2 270 N/A 1.81 1.88 N/A N/A 0.9 2 0.0 8.4 7.3 0.0 0.4 -1.2 0.1 1.5 4.6 0.6 -3.4 -1.2 -2.6 0.5 -3.1 0.0 -1.9 0.0 -1.9
100 2 259 N/A 9.02 15.81 N/A N/A 0.9 36 294 N/A 7.3 12.81 N/A N/A 0.9 26 259 N/A 11.3 14.91 N/A N/A 0.9 33 270 N/A 8.6 8.95 N/A N/A 0.9 23 270 N/A 8.64 8.99 N/A N/A 0.9 23 0.1 33.4 29.1 0.0 6.8 -19.1 0.3 7.6 23.7 -3.1 -15.5 5.2 -11.7 -2.7 -14.7 0.0 -8.9 0.0 -9.0
100 3 259 N/A 22.46 39.34 N/A N/A 0.9 141 294 N/A 18.2 31.87 N/A N/A 0.9 103 259 N/A 27.85 36.75 N/A N/A 0.9 129 270 N/A 21.17 22.02 N/A N/A 0.9 88 270 N/A 21.26 22.11 N/A N/A 0.9 88 0.3 75.2 65.4 0.2 24.0 -67.1 0.9 19.1 59.8 -7.8 -38.6 13.0 -29.1 -6.9 -36.1 0.0 -22.0 0.0 -22.1
100 4 258 N/A 31.46 54.96 N/A N/A 0.89 234 294 N/A 25.38 44.33 N/A N/A 0.89 169 259 N/A 38.66 51.01 N/A N/A 0.9 212 270 N/A 29.31 30.48 N/A N/A 0.9 143 270 N/A 29.42 30.59 N/A N/A 0.9 144 0.3 75.2 65.4 0.4 48.2 -134.6 1.8 40.9 128.1 -11.3 -53.8 18.0 -40.5 -9.9 -50.0 0.0 -30.5 0.0 -30.6
100 5 258 N/A 47.07 81.69 N/A N/A 0.89 428 294 N/A 37.88 65.74 N/A N/A 0.89 309 258 N/A 57.08 75.31 N/A N/A 0.9 379 270 N/A 43.11 44.77 N/A N/A 0.9 255 270 N/A 43.23 44.89 N/A N/A 0.9 256 0.3 75.2 65.4 0.8 92.4 -258.1 3.4 75.1 234.9 -17.1 -79.9 26.7 -60.1 -15.2 -73.8 0.0 -44.8 0.0 -44.9
100 6 258 N/A 68.68 117.53 N/A N/A 0.88 754 294 N/A 55.26 94.56 N/A N/A 0.88 544 258 N/A 82.45 108.79 N/A N/A 0.9 659 270 N/A 61.88 63.98 N/A N/A 0.89 438 270 N/A 61.98 64.08 N/A N/A 0.89 439 0.3 75.2 65.4 1.3 148.5 -414.6 5.6 124.9 390.8 -25.0 -114.8 38.5 -86.4 -22.6 -106.4 0.0 -64.0 0.0 -64.1
100 7 279 N/A 99.02 165.83 N/A N/A 0.86 1306 246 N/A 98.57 151.87 N/A N/A 0.79 1297 280 N/A 99.56 131.36 N/A N/A 0.9 874 270 N/A 95.54 97.91 N/A N/A 0.89 840 270 N/A 95.52 97.89 N/A N/A 0.89 840 0.3 75.2 65.4 2.2 235.3 -657.0 8.6 191.8 600.1 25.1 -163.9 -61.8 -138.7 22.8 -129.4 0.0 -97.9 0.0 -97.9
110 1 278 N/A 2.03 3.57 N/A N/A 0.9 4 246 N/A 1.86 3.01 N/A N/A 0.83 3 279 N/A 2.07 2.73 N/A N/A 0.9 3 270 N/A 1.57 1.63 N/A N/A 0.9 2 270 N/A 1.56 1.62 N/A N/A 0.9 2 0.1 8.0 -23.7 0.0 0.4 -1.4 0.1 1.4 0.3 0.5 -3.5 -1.2 -2.7 0.4 -2.7 0.0 -1.6 0.0 -1.6
110 2 257 N/A 9.45 16.57 N/A N/A 0.9 38 294 N/A 7.56 13.26 N/A N/A 0.9 28 256 N/A 10.15 13.4 N/A N/A 0.9 28 270 N/A 7.59 7.9 N/A N/A 0.9 19 270 N/A 7.57 7.88 N/A N/A 0.9 19 0.3 31.9 -94.9 0.3 6.5 -23.1 0.7 7.2 1.8 -3.8 -16.1 5.4 -12.1 -3.2 -13.0 0.0 -7.9 0.0 -7.9
110 3 257 N/A 23.47 41.11 N/A N/A 0.9 151 294 N/A 18.71 32.78 N/A N/A 0.9 107 256 N/A 25.16 33.19 N/A N/A 0.9 111 270 N/A 18.77 19.53 N/A N/A 0.9 73 270 N/A 18.72 19.47 N/A N/A 0.9 73 0.6 71.7 -213.6 1.0 22.9 -81.1 1.7 18.3 4.4 -9.5 -40.0 13.3 -29.9 -8.0 -32.2 0.0 -19.5 0.0 -19.5
110 4 255 N/A 32.78 57.27 N/A N/A 0.89 249 294 N/A 25.71 44.91 N/A N/A 0.89 173 255 N/A 35.36 46.66 N/A N/A 0.9 185 270 N/A 26.24 27.28 N/A N/A 0.9 121 270 N/A 26.16 27.21 N/A N/A 0.9 120 0.6 71.7 -213.6 2.5 46.0 -162.7 3.6 39.1 9.5 -14.4 -55.4 18.3 -41.0 -12.2 -45.0 0.0 -27.3 0.0 -27.2
110 5 254 N/A 48.91 84.91 N/A N/A 0.89 453 294 N/A 37.86 65.73 N/A N/A 0.89 309 254 N/A 52.82 69.69 N/A N/A 0.9 338 270 N/A 38.92 40.41 N/A N/A 0.9 219 270 N/A 38.8 40.29 N/A N/A 0.9 218 0.6 71.7 -213.6 5.2 88.2 -312.0 6.6 71.7 17.4 -22.8 -81.8 26.7 -60.0 -19.5 -66.9 0.0 -40.4 0.0 -40.3
110 6 254 N/A 71.25 122.06 N/A N/A 0.88 797 294 N/A 54.75 93.79 N/A N/A 0.88 537 253 N/A 76.85 101.4 N/A N/A 0.9 593 270 N/A 56.13 58.05 N/A N/A 0.89 378 270 N/A 55.91 57.82 N/A N/A 0.89 376 0.6 71.7 -213.6 8.8 141.7 -501.2 11.0 119.2 29.0 -33.9 -117.3 38.1 -85.7 -29.8 -96.9 0.0 -58.0 0.0 -57.8
110 7 274 N/A 99.22 166.53 N/A N/A 0.86 1310 246 N/A 96.91 149.63 N/A N/A 0.79 1264 275 N/A 99.01 130.64 N/A N/A 0.9 867 270 N/A 81.13 83.22 N/A N/A 0.89 658 270 N/A 80.67 82.75 N/A N/A 0.89 652 0.6 71.7 -213.6 14.2 224.5 -794.3 16.9 183.0 44.5 10.7 -166.2 -60.9 -136.7 10.6 -130.2 0.0 -83.2 0.0 -82.8
120 1 277 N/A 2.03 3.57 N/A N/A 0.9 4 246 N/A 1.87 3.02 N/A N/A 0.83 3 280 N/A 1.75 2.3 N/A N/A 0.9 2 270 N/A 1.31 1.36 N/A N/A 0.9 1 270 N/A 1.29 1.34 N/A N/A 0.9 1 0.1 7.3 -50.1 0.0 0.4 -1.6 0.2 1.3 -3.4 0.4 -3.5 -1.2 -2.8 0.4 -2.3 0.0 -1.4 0.0 -1.3
120 2 255 N/A 9.51 16.68 N/A N/A 0.9 39 294 N/A 7.51 13.17 N/A N/A 0.9 27 253 N/A 8.82 11.63 N/A N/A 0.9 23 270 N/A 6.43 6.69 N/A N/A 0.9 15 270 N/A 6.36 6.62 N/A N/A 0.9 14 0.4 29.4 -200.5 0.5 6.0 -25.8 1.0 6.7 -17.6 -4.2 -16.1 5.4 -12.0 -3.4 -11.1 0.0 -6.7 0.0 -6.6
120 3 255 N/A 23.57 41.28 N/A N/A 0.9 152 294 N/A 18.47 32.35 N/A N/A 0.9 105 252 N/A 21.99 29.01 N/A N/A 0.9 91 270 N/A 15.99 16.63 N/A N/A 0.9 58 270 N/A 15.81 16.45 N/A N/A 0.9 57 0.9 66.1 -451.2 1.8 21.1 -90.5 2.5 16.8 -44.4 -10.8 -39.8 13.2 -29.6 -8.9 -27.6 0.0 -16.6 0.0 -16.4
120 4 273 N/A 31.23 54.57 N/A N/A 0.89 231 246 N/A 29.85 47.98 N/A N/A 0.82 216 275 N/A 28.51 37.62 N/A N/A 0.9 134 270 N/A 21.68 22.54 N/A N/A 0.9 91 270 N/A 21.42 22.27 N/A N/A 0.9 89 0.9 66.1 -451.2 4.4 42.4 -181.5 5.3 36.0 -95.1 3.1 -54.5 -19.5 -43.8 3.2 -37.5 0.0 -22.5 0.0 -22.3
120 5 271 N/A 45.42 78.89 N/A N/A 0.89 406 246 N/A 44.21 70.64 N/A N/A 0.82 389 272 N/A 42.64 56.26 N/A N/A 0.9 245 270 N/A 32.5 33.75 N/A N/A 0.9 167 270 N/A 32.16 33.39 N/A N/A 0.9 164 0.9 66.1 -451.2 9.2 81.3 -348.1 9.7 66.0 -174.5 1.7 -78.9 -28.7 -64.5 2.3 -56.2 0.0 -33.8 0.0 -33.4
120 6 270 N/A 65.16 111.74 N/A N/A 0.88 697 246 N/A 64.16 101.22 N/A N/A 0.81 681 271 N/A 62.05 81.87 N/A N/A 0.9 430 270 N/A 47.16 48.79 N/A N/A 0.89 291 270 N/A 46.67 48.28 N/A N/A 0.89 287 0.9 66.1 -451.2 15.6 130.6 -559.3 16.1 109.8 -290.2 -0.4 -111.7 -41.2 -92.5 0.8 -81.9 0.0 -48.8 0.0 -48.3
120 7 269 N/A 94.91 159.62 N/A N/A 0.86 1225 246 N/A 94.06 145.54 N/A N/A 0.79 1209 269 N/A 90.8 119.8 N/A N/A 0.9 761 270 N/A 68.44 70.27 N/A N/A 0.89 510 270 N/A 67.66 69.47 N/A N/A 0.89 501 0.9 66.1 -451.2 25.2 206.9 -886.3 24.7 168.7 -445.6 -3.1 -159.6 -59.2 -133.0 -1.2 -119.8 0.0 -70.3 0.0 -69.5
